id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	duration_h	in_range_h	in_range_percent	impermanent_loss	price_lower	price_upper	price_range	price_mid	wallet	auto_rebalance	cutoff_tick_low	cutoff_tick_high	buffer_ticks_below	buffer_ticks_above	tick_spaces_below	tick_spaces_above	dust_bp	pool_id	pool_symbol
231257	-84300	-82500	1800	104555644364140657	22386367435000	0.10	0.09	2734.88	33274.35	12	12	100	0.00	0.0002	0.0003	0.0000	0.0002	0x7ca3ced961Fc1832d291d83A3413eE898F37E70F	0	0	0	0	0	0	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
435291	-81750	-81250	500	1466753108691023157	141553512102376	01.03	0.85	2470.64	30059.47	1	1	100	0.00	0.0003	0.0003	0.0000	0.0003	0xcd6c5e4b94822DD1Dc95Ba3cDEd82146B589FD99	1	-887272	887272	100	200	5	4	100	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
44165	43400	43500	100	5281700682348757403	173071510478582766159	271.19	127.75	1413.23	17194.32	2	2	100	0.04	76.6909	77.4616	0.7707	77.0763	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
226806	-91	-90	1	7415191184039581477	2117541571512734264	05.08	1.50	883.91	10754.20	2	2	100	0.00	0.9909	0.9910	0.0001	0.9910	0x25b6F5F1525F0074D53570Ea2Fb4Cd9Ee545B296	1	-887272	887272	0	0	0	0	100	0xde861c8fc9ab78fe00490c5a38813d26e2d09c95	wS/stS
181009	50000	50500	500	21090598026247012	3905978511245596156	2.82	1.14	606.98	7384.88	35	35	100	0.01	148.3761	155.9831	7.6070	152.1796	0x79d052099c6B3aDbB0fC804165453c43d2faeceD	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
412292	267450	268350	900	1724	784683794566088	03.05	2.51	493.25	6001.17	112	63	56	0.02	411742025771.0519	450515508930.1619	38773483159.1100	431128767350.6069	0xcB74A3139b90d84cCabea33A48018246D194101e	0	0	0	0	0	0	0	0	0x6b19c48449ce9de4254a883749257be5da660bfb	WBTC/WETH
295880	50100	51000	900	112421368348309680	18435953759819953343	13.74	3.17	345.60	4204.80	47	47	100	0.08	149.8672	163.9801	14.1129	156.9236	0x5A295c5Fa8aa2A4b6EF09412BCF772fc98C7DD6F	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
45374	-86050	-84000	2050	2983919845504535575	611595516723167	2.69	0.31	341.77	4158.19	10	10	100	0.00	0.0002	0.0002	0.0000	0.0002	0x0849a1F32181875159edCe504fFF0D4690403386	0	0	0	0	0	0	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
51559	42700	42800	100	27164860028928080031	11438491365339752169514	7090.88	801.55	339.12	4125.92	23	23	100	0.00	71.5064	72.2250	0.7186	71.8657	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
63997	49000	49300	300	8426350660148467	958378568264905799	0.80	0.08	306.08	3724.02	1	1	100	0.02	134.2569	138.3454	4.0885	136.3011	0xefb151EA17e903Fe5470CF07bcdd2E635028926D	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
77050	-83550	-81500	2050	9990597978012291593	2511006948913272	9.82	0.98	300.39	3654.72	15	14	93	0.31	0.0002	0.0003	0.0001	0.0003	0x06e08BF99939D5f7B1Bb740994C44714aAe1eD2A	0	0	0	0	0	0	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
44163	43400	43500	100	21147476839873417218	692963494072923373951	1085.81	102.64	283.58	3450.25	4	4	100	0.01	76.6909	77.4616	0.7707	77.0763	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
300775	50700	50800	100	190001961231052337	63541948213596400591	40.71	3.71	273.14	3323.18	24	24	100	0.01	159.1340	160.7332	1.5992	159.9336	0x430A128D8e32f9C946aBeC0A6Ca26A10a4Af7Cf0	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
408880	-81750	-80650	1100	3972444680567550849	1,38031E+15	4.59	1.19	260.02	3163.62	58	58	100	0.10	0.0003	0.0003	0.0000	0.0003	0x6d8d5980505077FAf65D1FA85ac33e8D5623B57c	0	0	0	0	0	0	0	0	0xb6d9b069f6b96a507243d501d1a23b3fccfc85d3	wS/WETH
135557	40	45	5	4107988	7326778	11.43	0.98	256.84	3124.87	1	1	100	0.00	1.1940	1.1945	0.0005	1.1943	0x37A43C4603e2422DB79a0AcC9706ba21383FB9Ab	0	0	0	0	0	0	0	0	0x2c13383855377faf5a562f1aef47e4be7a0f12ac	USDC.e/scUSD
113158	51500	51600	100	26180706359888492939	375743688706723558901	1083.88	85.48	236.59	2878.47	7	7	100	0.08	172.3871	174.1195	1.7324	173.2533	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
300788	50700	50800	100	195830294332937757	65491105147198974031	41.95	03.06	219.03	2664.82	24	24	100	0.01	159.1340	160.7332	1.5992	159.9336	0x3721023b7a01eBe0560442d04567229C7E68D049	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
153023	50400	50500	100	25328656907016859362	5618841940417852258643	3886.48	283.39	218.75	2661.50	14	14	100	0.01	154.4311	155.9831	1.5520	155.2071	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
139370	50700	50800	100	10042036029957599817	2726203417809990522511	1810.06	129.15	214.06	2604.37	8	8	100	0.03	159.1340	160.7332	1.5992	159.9336	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
51713	42200	43200	1000	49853194205312561350	4246762738806870706112	3970.81	263.48	199.06	2421.95	1	1	100	0.02	68.0191	75.1724	7.1533	71.5958	0xb05558258d079E389aF967E66A26C186D2994662	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
52594	42600	42900	300	49327594699958545071	3546323832632377054958	3574.89	228.65	191.88	2334.56	20	20	100	0.08	70.7949	72.9508	2.1559	71.8729	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
44793	43500	43600	100	4811015029787669577	23346848060334819411	174.50	10.71	184.19	2240.97	11	11	100	0.00	77.4616	78.2401	0.7785	77.8508	0x812C66e022e92eDe0cb4E223CA6f9ad382867a8f	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
44794	43500	43600	100	4784701897762303159	23219155943061414656	173.54	10.65	184.12	2240.14	11	11	100	0.00	77.4616	78.2401	0.7785	77.8508	0x0a1BfCb69e2d39f22307269e3BA5aC382C868732	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
137156	50300	51300	1000	1240513706278925568	188666386884608689874	143.62	8.65	180.68	2198.26	17	17	100	0.01	152.8946	168.9738	16.0792	160.9342	0x470b544E291362f66fa56a7E168616bE07D4D381	1	-887272	887272	0	0	4	5	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
147522	50300	50400	100	43891937701433281374	23077702905142625207	1489.43	85.79	172.80	2102.36	5	5	100	0.03	152.8946	154.4311	1.5365	153.6628	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	1000	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
47253	43600	43700	100	63417853944688043126	1243611382133175748910	2805.56	159.38	170.43	2073.51	5	5	100	0.03	78.2401	79.0264	0.7863	78.6332	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101275	51900	52000	100	46424952631002229789	1204167345215360376927	2212.45	125.61	170.33	2072.31	5	5	100	0.00	179.4220	181.2251	1.8031	180.3236	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
44821	43500	43600	100	27658569984354905045	866083798259031406520	1398.40	78.87	169.21	2058.70	11	11	100	0.00	77.4616	78.2401	0.7785	77.8508	0x0b74537dBb0f4d4EE8cCa5DD7dC70EBEe5a6b2FA	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
139142	50700	50800	100	46939571268746020002	1889885654344332105628	2600.05	142.49	164.41	2000.32	9	9	100	0.00	159.1340	160.7332	1.5992	159.9336	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	1000	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
44833	43500	43600	100	137605378512776491658	8415942064141434403464	9175.03	495.75	162.10	1972.19	11	11	100	0.00	77.4616	78.2401	0.7785	77.8508	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
45546	43400	43700	300	13364242852687283133	677164887998481454512	815.38	43.77	161.03	1959.22	1	1	100	0.02	76.6909	79.0264	2.3355	77.8586	0xEb484c3d6b81F8C07A11Af51E9E8CD1aaf1FBd2D	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
42466	43700	43800	100	3851283400371177309	1133348576466458866477	741.60	38.75	156.74	1906.96	4	4	100	0.10	79.0264	79.8206	0.7942	79.4235	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
147628	50300	50400	100	41699969453085338659	1637296819657767732661	2287.34	118.35	155.23	1888.62	7	7	100	0.00	152.8946	154.4311	1.5365	153.6628	0xb1E4A2686A58fed058E0A4741A31aae56C20CD87	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
44340	43400	43500	100	1926977914553160189	73375671066935854316	104.47	5.29	151.96	1848.83	3	3	100	0.01	76.6909	77.4616	0.7707	77.0763	0x5c306407cAd895B7EB7b95EFd57C2EA1EEa64Eef	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
149552	50400	50500	100	39444295269986694428	152852576428774057083	1409.84	69.97	148.89	1811.45	8	8	100	0.00	154.4311	155.9831	1.5520	155.2071	0x6B827564e08449149e91AF0D7a4cF7F5F0ACB3A0	1	-887272	887272	0	0	0	0	1000	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
82573	52100	54900	2800	1662318991658442116	435641703057525061572	291.18	14.26	146.92	1787.48	1	1	100	0.04	183.0464	242.1907	59.1443	212.6185	0x504B096Fc7eCEE7CC235bD6fA5548208a8cC86C6	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
148168	50300	50400	100	17240141221937485817	2938179233488678285453	2166.75	104.46	144.63	1759.71	4	4	100	0.00	152.8946	154.4311	1.5365	153.6628	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
113207	51500	51600	100	1055773110479738743	25465568963007675810	49.28	2.36	143.83	1749.88	7	7	100	0.08	172.3871	174.1195	1.7324	173.2533	0x430A128D8e32f9C946aBeC0A6Ca26A10a4Af7Cf0	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
49286	43600	43700	100	72899128893045948070	857941013171309818884	2916.34	132.70	136.51	1660.82	5	5	100	0.00	78.2401	79.0264	0.7863	78.6332	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
47016	43400	43700	300	2451482405123749200	187054412840884905489	183.50	8.17	133.65	1626.05	1	1	100	0.00	76.6909	79.0264	2.3355	77.8586	0x887563327f9c85efe30f1cb2a7D50Ae67b4B63D3	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
105708	51000	51100	100	850991409066752138	58029279642660718719	59.97	2.65	132.34	1610.12	11	11	100	0.01	163.9801	165.6280	1.6479	164.8041	0x430A128D8e32f9C946aBeC0A6Ca26A10a4Af7Cf0	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
105705	51000	51100	100	1120386976499772819	76399418930209946874	78.96	3.47	132.01	1606.15	11	11	100	0.01	163.9801	165.6280	1.6479	164.8041	0x0F4f442c8f609adcec807AD931261a96d195cd5a	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
108928	50700	50800	100	45422597572165542563	338326599696304072079	1711.17	75.12	131.71	1602.43	8	8	100	0.01	159.1340	160.7332	1.5992	159.9336	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
244502	46300	46400	100	2356718053781961443	79912348824152005274	122.46	5.32	130.29	1585.17	15	15	100	0.38	102.4903	103.5203	1.0300	103.0053	0xFD0691292728DC697445B979f1D3ab51f4C2419B	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
314032	49700	49900	200	11559469358511529455	1167313921020484197017	1019.33	42.82	126.04	1533.45	21	21	100	0.15	143.9911	146.8998	2.9087	145.4454	0x26eb395ECe12568dF9b88e5Eb810a63888d98F6D	1	-887272	887272	0	0	1	0	150	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
179487	50200	50400	200	2808601095641968434	360866277785008842257	289.38	24.20	125.43	1526.04	30	30	100	0.01	151.3733	154.4311	3.0578	152.9022	0xa977D683F8930f6c679CDc7dd566cf65B51EEaDf	1	-887272	887272	0	0	0	1	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
132120	49900	50000	100	7455012520618719836	114551358490891412744	312.72	13.06	125.24	1523.78	2	2	100	0.01	146.8998	148.3761	1.4763	147.6379	0xFD0691292728DC697445B979f1D3ab51f4C2419B	1	-887272	887272	0	0	0	0	50	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
54446	43000	43100	100	55849922489227974960	848634744311995336222	2337.61	97.21	124.76	1517.90	3	3	100	0.07	73.6840	74.4244	0.7405	74.0542	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
41994	43200	44100	900	47746746656154074100	4574511175391305665053	4076.91	167.44	123.21	1499.03	1	1	100	0.07	75.1724	82.2513	7.0789	78.7119	0xb05558258d079E389aF967E66A26C186D2994662	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101520	51900	52000	100	429905011169554250	32232869915218207779	31.87	1.30	122.83	1494.45	9	9	100	0.01	179.4220	181.2251	1.8031	180.3236	0x4397DbDe3240Be2e6fe047296F8736Bd970C698E	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
328143	48900	49000	100	11258334928079802456	63883580845138719286	413.34	16.66	120.93	1471.35	11	11	100	0.01	132.9211	134.2569	1.3358	133.5890	0x53a2fCCF0c1E4bc5f49967E806C00e5e0cF4D88c	1	-887272	887272	0	0	0	0	200	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101505	51900	52000	100	1129737637920827433	84704028507046155907	83.76	3.34	119.59	1455.00	9	9	100	0.01	179.4220	181.2251	1.8031	180.3236	0x3721023b7a01eBe0560442d04567229C7E68D049	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101499	51900	52000	100	854858563412177301	64094495654779730211	63.38	2.51	119.02	1448.02	9	9	100	0.01	179.4220	181.2251	1.8031	180.3236	0x430A128D8e32f9C946aBeC0A6Ca26A10a4Af7Cf0	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
108140	50600	50700	100	5968861513567246328	6265353660887262014199	3584.14	141.65	118.57	1442.55	3	3	100	0.00	157.5507	159.1340	1.5833	158.3423	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101515	51900	52000	100	1061982280573453798	79623953693552832111	78.73	3.10	118.03	1436.09	9	9	100	0.01	179.4220	181.2251	1.8031	180.3236	0x0F4f442c8f609adcec807AD931261a96d195cd5a	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
328118	48900	49000	100	26015066034466092019	124602113147167562699	942.69	37.05	117.92	1434.72	10	10	100	0.05	132.9211	134.2569	1.3358	133.5890	0xf7bf4dBf638004644725e31b9c730c307cd67C86	1	-887272	887272	0	0	0	0	1000	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101526	51900	52000	100	437678454802246239	32815697262878552438	32.45	1.27	117.49	1429.42	9	9	100	0.01	179.4220	181.2251	1.8031	180.3236	0xA9c7d28FA90A7083705BFdb896eAc7B8f20AC946	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101531	51900	52000	100	1190278087444564317	89243153158788857291	88.24	3.45	117.27	1426.81	9	9	100	0.01	179.4220	181.2251	1.8031	180.3236	0x1A5d68b8eF249E56dc8389b5D80dC3FF766c20D5	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
316344	49800	49900	100	11293913103726243653	17407661557818856294	389.44	15.14	116.62	1418.91	6	6	100	0.03	145.4382	146.8998	1.4616	146.1690	0x53a2fCCF0c1E4bc5f49967E806C00e5e0cF4D88c	1	-887272	887272	0	0	0	0	200	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
113229	51500	51600	100	1252955455677184000	73293415049849268752	81.74	3.17	116.18	1413.56	7	7	100	0.02	172.3871	174.1195	1.7324	173.2533	0x3721023b7a01eBe0560442d04567229C7E68D049	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
113226	51500	51600	100	1336666614400522245	78190218581701407280	87.20	3.38	116.16	1413.33	6	6	100	0.01	172.3871	174.1195	1.7324	173.2533	0x1A5d68b8eF249E56dc8389b5D80dC3FF766c20D5	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
113225	51500	51600	100	271211516834895182	15864904198797470867	17.69	0.68	116.07	1412.22	6	6	100	0.01	172.3871	174.1195	1.7324	173.2533	0x01291d0D7A67a8b510E3c842466Ac1B669cD6257	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
113227	51500	51600	100	491128281353915474	28729248757320496130	32.04	1.24	115.95	1410.75	6	6	100	0.01	172.3871	174.1195	1.7324	173.2533	0xA9c7d28FA90A7083705BFdb896eAc7B8f20AC946	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
113228	51500	51600	100	493360352522974917	28859816941427454143	32.19	1.24	115.75	1408.30	6	6	100	0.01	172.3871	174.1195	1.7324	173.2533	0x4397DbDe3240Be2e6fe047296F8736Bd970C698E	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
135389	20	45	25	20368257	47046447	67.41	2.60	115.68	1407.38	17	17	100	0.00	1.2020	1.1945	0.0025	1.1933	0x1d1EE810552c04671Ca2cD65CAF3ed3Db3bb60e8	0	0	0	0	0	0	0	0	0x2c13383855377faf5a562f1aef47e4be7a0f12ac	USDC.e/scUSD
577300	201300	201500	200	43563052	26135650715138260	90.61	3.48	115.22	1401.84	4	4	100	0.00	551964100.6614	563113952.0647	11149851.4033	557539026.3630	0x7356006aCC22566824D5598a3c93849bb862c8e7	0	0	0	0	0	0	0	0	0x6fb30f3fcb864d49cdff15061ed5c6adfee40b40	USDC.e/WETH
316339	49800	49900	100	31083943026212057931	47910653740048380321	1071.85	41.12	115.10	1400.35	7	7	100	0.03	145.4382	146.8998	1.4616	146.1690	0xf7bf4dBf638004644725e31b9c730c307cd67C86	1	-887272	887272	0	0	0	0	1000	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
251814	47500	47600	100	796400305338560007	187040762027752989413	127.80	4.87	114.30	1390.70	10	10	100	0.04	115.5568	116.7181	1.1613	116.1375	0xFD0691292728DC697445B979f1D3ab51f4C2419B	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
93034	50900	54000	3100	52987547117241802750	11593965391995375864174	8043.77	306.11	114.17	1389.01	14	14	100	0.19	162.3485	221.3466	58.9981	191.8476	0x73E9f22012883e19521AA8060B0603D708BF4390	1	-887272	887272	0	0	15	15	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101539	51900	52000	100	256211349523425435	19209887964608903930	18.99	0.72	114.01	1387.16	9	9	100	0.01	179.4220	181.2251	1.8031	180.3236	0x01291d0D7A67a8b510E3c842466Ac1B669cD6257	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
113236	51500	51600	100	1221482243955102767	71452344675602374505	79.69	03.02	113.72	1383.59	7	7	100	0.02	172.3871	174.1195	1.7324	173.2533	0x0F4f442c8f609adcec807AD931261a96d195cd5a	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
101352	51700	52100	400	2047785236096768118	465823494192124456315	320.45	12.00	112.34	1366.79	10	10	100	0.10	175.8694	183.0464	7.1770	179.4579	0xa977D683F8930f6c679CDc7dd566cf65B51EEaDf	1	-887272	887272	0	0	2	1	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
107219	49900	52100	2200	6117222890755034862	1123872639933399080477	812.74	29.97	110.63	1346.04	4	4	100	0.02	146.8998	183.0464	36.1466	164.9731	0x4750049290a40025e1277e5C96C57644afb510d8	1	-887272	887272	0	0	11	10	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
105745	51000	51100	100	943772354829860601	130168297885576238985	102.05	3.75	110.15	1340.19	11	11	100	0.01	163.9801	165.6280	1.6479	164.8041	0x1A5d68b8eF249E56dc8389b5D80dC3FF766c20D5	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
47329	43600	43700	100	97522509023792951036	4467855104606361954032	5694.27	205.48	108.26	1317.14	3	3	100	0.03	78.2401	79.0264	0.7863	78.6332	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
260848	51000	51100	100	172256855754535142	71275804967384656217	44.29	1.57	106.13	1291.24	2	2	100	0.06	163.9801	165.6280	1.6479	164.8041	0x80F39Aa13500b0743eb1E2dD64420966aE1bb972	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
227984	0	5	5	10461395	14925461	25.39	5.21	102.58	1248.07	130	130	100	0.00	1.2000	1.2005	0.0005	1.2003	0x3ebE1Fac02D55c1d39B2d8f396e11d92B0eA516e	1	-887272	887272	0	0	0	0	100	0x2c13383855377faf5a562f1aef47e4be7a0f12ac	USDC.e/scUSD
105760	51000	51100	100	171072586214122220	28741130286915926330	21.28	0.73	102.58	1248.07	11	11	100	0.01	163.9801	165.6280	1.6479	164.8041	0x01291d0D7A67a8b510E3c842466Ac1B669cD6257	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
300798	50700	50800	100	530648738954595102	177463719173191638133	113.69	3.72	98.08	1193.32	24	24	100	0.01	159.1340	160.7332	1.5992	159.9336	0x1A5d68b8eF249E56dc8389b5D80dC3FF766c20D5	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
49293	43600	43700	100	121784707030669444170	2651003815797058690484	5529.60	178.66	96.93	1179.30	7	7	100	0.00	78.2401	79.0264	0.7863	78.6332	0x44e19e5Bfb18b4c0110146a733746DF3C5c669d7	1	-887272	887272	0	0	0	0	100	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
154340	50400	50500	100	28285163013230887073	2746244824475003606334	2434.77	77.83	95.90	1166.77	7	7	100	0.00	154.4311	155.9831	1.5520	155.2071	0x44FdbDF7bdDE9E83c74B076B775f1fA40E6CA797	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
116506	51900	52000	100	1122906553433437733	74454067616366133013	77.99	2.48	95.57	1162.78	10	10	100	0.01	179.4220	181.2251	1.8031	180.3236	0x1A5d68b8eF249E56dc8389b5D80dC3FF766c20D5	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
42435	43700	43800	100	277099811278533607	732506975414985927041	404.88	12.77	94.59	1150.86	4	4	100	0.10	79.0264	79.8206	0.7942	79.4235	0x4eA1f32a96529db46fdcD36671E06b195Afbb79a	1	-887272	887272	0	0	0	0	2500	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
288258	50500	50600	100	637167977340797104	101446006797065279789	76.22	4.71	92.73	1128.23	28	28	100	0.00	155.9831	157.5507	1.5676	156.7669	0x1A5d68b8eF249E56dc8389b5D80dC3FF766c20D5	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
325425	48800	48900	100	4029431740393088015	975430168074619944587	662.32	20.46	92.66	1127.42	8	8	100	0.00	131.5986	132.9211	1.3225	132.2598	0x53a2fCCF0c1E4bc5f49967E806C00e5e0cF4D88c	1	-887272	887272	0	0	0	0	200	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
105808	51000	51100	100	635477517525016251	169743731220503595891	113.05	3.47	92.13	1120.93	11	11	100	0.01	163.9801	165.6280	1.6479	164.8041	0x3721023b7a01eBe0560442d04567229C7E68D049	0	0	0	0	0	0	0	0	0x66af3655e14a045f1742b3c9544553ef7915ed35	SHADOW/stS
